document_id,en_name,en_abstract,keywords,technical_cluster_id,technical_label_zh,technical_confidence,technical_evidence,application_cluster_id,application_label_zh,application_confidence,application_evidence,evidence_quality,gold_status,gold_review_rounds
DOC_0801,"Effect of dietary purslane (Portulaca oleracea L.) leaves powder on growth, immunostimulation, and protection of Nile tilapia, Oreochromis niloticus against Aeromonas hydrophila infection","A feeding trial was conducted to assess the effect of inclusion of dried powder of purslane, Portulaca oleracea, leaves in diets on growth, antioxidant, and immunological responses of Nile tilapia, Oreochromis niloticus, as well as its resistance to pathogenic bacteria, Aeromonas hydrophila. Fresh leaves of purslane were collected, dried, and mixed thoroughly with a basal fish diet at levels of 0.0 (control), 1.0, 2.0, and 3%. Fish (18.2 ± 0.4 g) fed one of the experimental diets up to apparent satiation twice a day for 7 weeks. At the end of the feeding trial, fish were intraperitoneally injected with pathogenic bacteria, A. hydrophila, and fish mortalities were observed and recorded up to 10 days post-challenge. Fish growth, weight gain, and specific growth rate were retarded significantly with increasing purslane levels in fish diets as compared to the control group. On the other hand, significant (P 0.05) increases in plasmatic superoxide dismutase (SOD), catalase (CAT), and glutathione peroxidase (GPX) activities accompanied with significant decreases in malondialdehyde (MDA) were observed with increasing purslane levels in fish diets. The respiratory burst (RB) activity and lysozyme value were significantly enhanced, while nitrous oxide (NO) decreased significantly with increasing purslane levels in fish diets over those of the control fish. After 10 days of the bacterial infection, no significant changes of MDA and SOD levels were observed, whereas CAT and GPX activities were significantly elevated. Additionally, RB and lysozyme activities were lower, while NO levels were elevated more than those before bacterial infection. Fish survival before and after bacterial infection was significantly affected by dietary purslane supplements, bacterial infection, and their interaction where dietary purslane improved the fish resistance to A. hydrophila infection in a dose-dependent manner. Purslane-fed fish showed highest relative percent of survival especially at an inclusion level of 3% (81.25%), whereas the control fish group showed lowest relative percent of survival (0.0%).","['Aeromonas hydrophila', 'Antioxidants', 'Feed additives', 'Growth performance', 'Innate immunity', 'Medicinal herbs', 'Nile tilapia', 'Portulaca oleracea', 'Purslane']",T33,生物行为与生理比较实验,0.84,biological physiology/behavior experiment,A11,兽医、水产与动物健康,0.96,title/keyword/application evidence: \bveterinary\b|\bcanine\b|\bdog\b|\bcat\b|\bfish\b|\btilapia\b|\baquaculture\b|wildcat|livestock,full,model_reviewed_high,3
DOC_0802,Hawthorn berries extract for the green synthesis of copper and silver nanoparticles,"Silver and copper nanoparticles (AgNPs and CuNPs) have attracted worldwide attention due to their unique antimicrobial properties. Ethanol and water extracts of hawthorn fruit were chosen to prepare AgNPs and CuNPs. The effects of the pH, contact time, temperature of the solution, type of precursor of metal ions and type of hawthorn extract on the size distribution of particles were studied. The monodispersed and stable AgNPs and CuNPs were prepared with an average size of 60 nm and 200 nm, respectively. Total phenolic content and the anthocyanin content of extracts were determined. The antimicrobial activities of AgNPs and CuNPs were carried out with a series of microbial assays.","['Antimicrobial activity', 'Copper', 'Hawthorn', 'Nanoparticles', 'Silver']",T18,化学合成与催化反应,0.86,chemical synthesis,A07,感染微生物与抗菌耐药,0.88,title/keyword/application evidence: infection|bacteria|virus|viral|antimicrobial|covid|sars-cov|sepsis|pathogen|microbial resistance,full,model_reviewed_high,3
DOC_0804,Pyrene functionalized oxacalix[4]arene architecture as dual readout sensor for expeditious recognition of cyanide anion,"A pyrene functionalized oxacalix[4]arene architecture (DPOC) was utilized as a fluorescence probe for selective recognition of cyanide ions. The receptor DPOC shows excellent selectivity towards cyanide ion with a red shift of 108 nm in absorption band along with a significant change in colour from light yellow to pink. The fluorescence titration experiments further confirm the lower limit of detection as 1.7µM with no significant influences of competing anions. 1 H-NMR titration experiments support the deprotonation phenomena, as the -NH proton disappears upon successive addition of cyanide ions. The DFT calculation also indicates a certain increment of -NH bond length upon interaction with cyanide ions. The spectral properties as well as colour of DPOC-CN− system may be reversed upon the addition of Ag+/ Cu2+ ions up to 5 consecutive cycles. Moreover, DPOC coated ""test strips"" were prepared for visual detection of cyanide ions.","['Dual responsive probe, Cyanide sensing', 'Oxacalix[4]arene', 'Portable strip']",T15,第一性原理与原子分子模拟,0.92,explicit atomistic/first-principles method,A16,电子半导体与传感器件,0.9,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0805,Behavioral and Cognitive Consequences of Obesity in Parents and Offspring in Female and Male Rats: Implications of Neuroinflammation and Neuromodulation,"Obesity is a rapidly growing public health concern that can create a family-wise burden. This study was aimed to investigate behavioral, cognitive, neuroinflammatory, and neuromodulatory consequences of the diet and parental obesity. Female and male Wistar albino rats were fed on either an obesogenic or standard diet for 12 weeks, beginning with weaning. Thereafter, the animals were matched and allowed to mate. Pups born to obese or normal parents received either the diet or standard chow to the same age. The obesogenic diet and/or parental obesity increased the locomotor activity in both females and males. The diet exhibited anxiolytic-like and antidepressant-like properties, and impaired short-term object memory as well as spatial memory. Interestingly, the obesogenic diet resulted in neuroinflammation only in naïve animals, but not in the ones with parental obesity. BDNF, SIRT1, and p53 expressions were decreased, whereas RelN expression was increased in the brain with the diet, regardless of parental obesity. Multi-factor analyses demonstrated that the obesogenic diet is the prominent influencer of cognitive, neuroinflammatory, and neuromodulatory results while parental obesity has an effect on spatial memory, neuroinflammation, and hippocampal RelN and p53 expressions. Here, we provided supporting evidence for detrimental cognitive and neuroinflammatory consequences of early life consumption of the obesogenic diet which accompanies alterations in neuromodulatory factors. Surprisingly, the diet was found beneficial against anxiety-like and depression-like behaviors, and additionally, parental obesity was demonstrated to impair some aspects of cognitive performance which appears unrelated to neuroinflammation.","['Behavior', 'Cognition', 'Neuroinflammation', 'Neuromodulation', 'Obesity', 'Offspring']",T22,动物模型与药理干预实验,0.86,animal model/in-vivo intervention,A02,内分泌代谢与糖尿病,0.96,title/keyword/application evidence: diabetes|metabolic|endocrine|thyroid|cushing|adrenal|polycystic ovarian|insulin|obesity|glucose,full,model_reviewed_high,3
DOC_0806,"Effects of dietary protein level on growth performance, digestive enzyme activity, and gene expressions of the TOR signaling pathway in fingerling Pelteobagrus fulvidraco","An 8-week feeding trial was conducted to investigate effects of dietary protein levels (37, 40, and 43%) on the growth performance, feed utilization, digestive enzyme activity, and gene expressions of target of rapamycin (TOR) signaling pathway in fingerling yellow catfish. One hundred and eighty fingerlings (average weight 0.77 ± 0.03 g) were equally distributed across four replicate tanks for each of the three treatments, with 15 fish per tank. No difference (P 0.05) was observed in initial body weight, survival rate (SR), hepatosomatic index (HSI), viscera index (VSI), dressing percentage (DP), and condition factor (CF) among all the treatments. The diet containing 40% protein increased significantly (P 0.05) final body weight, weight gain rate (WGR), specific growth rate (SGR), protein efficiency ratio (PER), nitrogen retention (NRE), and energy retention (ERE) in fish. The highest protease activity in the stomach and intestine was observed in the P40 group (P 0.05), while amylase and lipase were not significantly different (P 0.05). The transcriptional levels of IGF-1, IGF-1R, and Akt were significantly (P 0.05) higher in fish fed P40 or P43 than those of fish fed P37. TOR and S6K1 mRNA expressions were significantly (P 0.05) increased in the P40 groups. Hence, the diet containing 40% protein would be suitable for the optimum growth and effective protein utilization of fingerling Pelteobagrus fulvidraco. In vitro, the transcriptional levels of IGF-1, IGF-1R, Akt, TOR, and S6K1 in hepatocyte supplemented with a 40-μM mixed amino acids were significantly (P 0.05) higher compared to other treatments. No difference (P 0.05) was observed in eukaryotic translation initiation factor 4E-binding protein 1 in vivo and in vitro among all the treatments. Effects of dietary protein level on growth performance likely are involved in the activation of TOR signaling pathway in fingerling Pelteobagrus fulvidraco.","['Growth performance', 'Pelteobagrus fulvidraco', 'Protein level', 'TOR signaling pathway']",T08,细胞分子与生化实验,0.86,cell/molecular wet-lab,A22,分子生物学、遗传与细胞机制,0.96,title/keyword/application evidence: gene|dna|rna|transcription|protein|cell signaling|molecular biology|genetics|epigenetic|cell mechanism,full,model_reviewed_high,3
DOC_0810,Efficacy and safety of glecaprevir/pibrentasvir for chronic hepatitis C virus genotypes 1–6 infection: A systematic review and meta-analysis,"This systematic review and meta-analysis investigated the efficacy and safety of glecaprevir and pibrentasvir (G/P) for chronic hepatitis C virus (HCV) infection. Pubmed, Embase, Cochrane Library and Scopus were searched to identify relevant studies through August 2018. Data from eligible studies were pooled and sustained virologic response 12 weeks post-treatment (SVR12) rates were calculated. Thirteen studies with 3082 patients were included and the overall SVR12 rate was 97.8%. The SVR12 rates of subgroups were: G/P 300/120 mg and 200/120 mg: 97.9% and 98.3%; HCV genotype (GT)1, GT2, GT3 and GT4-6: 99.8%, 99.2%, 96.1% and 100%; G/P and G/P plus ribavirin: 97.9% and 98.2%; G/P (300/120mg) for 8 weeks, 12 weeks and 16 weeks: 98.8%, 98.5% and 95.6%; treatment-naïve and treatment-experienced patients: 96.7% and 98.3%; patients without and with compensated cirrhosis: 99.4% and 98.8%; patients without and with HIV co-infection: 97.8% and 99.4%; and patients without and with severe renal impairment: 97.8% and 99.4%. Virologic failure and relapse as well as serious drug-related adverse events were rare. These results suggest that 8- or 12-week G/P treatment achieved high SVR12 rates in HCV GTs 1-6 patients without or with compensated cirrhosis, with good safety profiles, irrespective of dose, ribavirin use, treatment-experience, HIV co-infection and renal impairment. Due to the limited number of evaluated patients with GT3 infection, further studies are needed to define optimal treatment duration for GT3 cirrhosis patients and patients with prior treatment experience of direct-acting antivirals.","['Combination therapy', 'Glecaprevir/pibrentasvir', 'Hepatitis C virus', 'Sustained virological response']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A07,感染微生物与抗菌耐药,0.96,title/keyword/application evidence: infection|bacteria|virus|viral|antimicrobial|covid|sars-cov|sepsis|pathogen|microbial resistance,full,model_reviewed_high,3
DOC_0813,Controlling Carrier Type and Concentration in NiO Films To Enable in Situ PN Homojunctions,"The oxygen partial pressure during NiO deposition in reactive sputtering of a Ni target is used to control its carrier type and concentration, obtaining both n- and p-type films. Carrier concentration can be controlled, ranging from 1019 to 1014 cm–3. Films deposition is performed at 200 °C, a relatively low temperature that enables the use of glass as substrate. Experimental band diagrams for n-type NiO are obtained for the first time. Finally, a NiO homojunction is demonstrated by introducing a low carrier concentration layer in between n- and p+-type NiO layers. Layers are deposited in situ, preventing contamination and improving the interface quality, as observed by TEM. The Ni:O ratio for each layer was also obtained by analytical TEM measurements, demonstrating the impact of the oxygen partial pressure on the films' stoichiometry and the simplicity of our process to control carrier type and carrier concentration in oxide semiconductors.","['magnetron sputtering', 'nickel oxide', 'oxide semiconductors', 'reactive sputtering', 'TEM']",T12,材料合成与制备工艺,0.86,material synthesis/fabrication,A16,电子半导体与传感器件,0.88,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0817,A Systematic Review of MicroRNA Expression as Biomarker of Late-Onset Alzheimer’s Disease,"Late-onset Alzheimer's disease (LOAD) is a high-occurrence neurological disorder but the difficulty in identifying precise and early biomarkers has complicated the understanding of the disease and the development of new treatments. In this sense, important knowledge is emerging regarding novel molecular and biological candidates with diagnostic potential, including microRNAs (miRNAs), which have a key role in gene repression. The aim of this systematic review was to define the role of miRNAs' expression as biomarkers for LOAD both in brain tissues, which could help understand the biology of the disease, and circulating tissues, which could serve as non-invasive markers of the pathology. A systematic search was performed in Web of Science and PubMed using the keywords ((Alzheimer or Alzheimer's) and (microRNA or microRNAs or miRNA or miRNAs or miR)) until August 2018 to retrieve all articles that presented independent original data evaluating the impact of miRNA expression on the development of LOAD in human population. A total of 90 studies investigating the role of miRNAs' expression in the development of LOAD were identified. While other widely studied miRNAs such as hsa-miR-146a presented contradictory results among studies, deregulation in brain tissue of seven miRNAs, hsa-miR-16-5p, hsa-miR-34a-5p, hsa-miR-107, hsa-miR-125-5p, hsa-miR-132-3p, hsa-miR-181-3p, and hsa-miR-212-3p, was consistently identified in LOAD patients. Their role in the disease could be mediated through the regulation of key pathways, such as axon guidance, longevity, insulin, and MAPK signaling pathway. However, regarding their role as non-invasive biomarkers of LOAD in fluids, although the limited results available are promising, further studies are required.","['Circulating', 'Expression', 'Late-onset Alzheimerâu0080u0099s disease', 'MicroRNAs', 'Non-circulating']",T05,系统综述与Meta分析,0.95,explicit systematic review/meta-analysis,A22,分子生物学、遗传与细胞机制,0.96,title/keyword/application evidence: gene|dna|rna|transcription|protein|cell signaling|molecular biology|genetics|epigenetic|cell mechanism,full,model_reviewed_high,3
DOC_0820,[MoS 4 ] 2– -Intercalated NiCo-Layered Double Hydroxide Nanospikes: An Efficiently Synergized Material for Urine To Direct H 2 Generation,"Substituting the energy-uphill water oxidation half-cell with readily oxidizable urea-rich urine, a ground-breaking bridge is constructed, combining the energy-efficient hydrogen generation and environmental protection. Hence, designing a robust multifunctional electrocatalyst is desirable for widespread implementation of this waste to fuel technology. In this context, here, we report a simple tuning of the electrocatalytically favorable characteristics of NiCo-layered double hydroxide by introducing [MoS4]2– in its interlayer space. The [MoS4]2– insertion as well as its effect on the electronic structure tuning is thoroughly studied via X-ray photoelectron spectroscopy in combination with electrochemical analysis. This insertion induces overall electronic structure tuning of the hydroxide layer in such a way that the designed catalyst exhibited favorable kinetics toward all the required reactions of hydrogen generation. This is why our homemade catalyst, when utilized both as a cathode and anode to fabricate a urea electrolyzer, required a mere ∼1.37 V cell potential to generate sufficient H2 by reaching the benchmark 10 mA cm–2 in 1 M KOH/0.33 M urea along with long-lasting catalytic efficiency. Other indispensable reason of selecting [MoS4]2– is its high-valent nature making the catalyst highly selective and insensitive to common catalyst-poisoning toxins of urine. This is experimentally supported by performing the real urine electrolysis, where the nanospike-covered Ni foam-based catalyst showed a performance similar to that of synthetic urea, offering its industrial value. Other intuition of selecting [MoS4]2– was to provide a ligand-based mechanism for hydrogen evolution half-cell [hydrogen evolution reaction (HER)] to preclude the HER-competing oxygen reduction. Another crucial point of our work is its potential to avoid the mixing of two explosive product gases, that is, H2 and O2.","['hydrogen evolution reaction', 'layered double hydroxide', 'nickel oxyhydroxide', 'sewage denitrification', 'urea oxidation reaction', 'urine/urea electrolysis']",T18,化学合成与催化反应,0.88,catalysis/chemical conversion,A22,分子生物学、遗传与细胞机制,0.95,title/keyword/application evidence: gene|dna|rna|transcription|protein|cell signaling|molecular biology|genetics|epigenetic|cell mechanism,full,model_reviewed_high,3
DOC_0821,Prevalence of Mycobacterium bovis infection in traditionally managed cattle at the wildlife-livestock interface in South Africa in the absence of control measures,"Cattle are the domestic animal reservoir for Mycobacterium bovis (M. bovis) which also affects other domestic animals, several wildlife species and humans leading to tuberculosis. The study area is in a resource-poor community that is surrounded by several game parks, where M. bovis infection has been previously diagnosed in wildlife. A cross-sectional study was carried out to determine the prevalence of M. bovis infection in 659 cattle from a total of 192 traditionally managed herds using the BOVIGAM® interferon gamma assay (IFN-γ). Infection was confirmed by post mortem examination and M. bovis isolation from three test-positive cattle. Genotyping of the M. bovis isolates was done using spoligotyping and VNTR (variable number of tandem repeats typing). The apparent M. bovis prevalence rate in cattle at animal level was 12% with a true population prevalence of 6% (95% Confidence interval (C.I) 3.8 to 8.1) and a herd prevalence of 28%. Spoligotyping analysis revealed that the M. bovis isolates belonged to spoligotype SB0130 and were shared with wildlife. Three VNTR profiles were identified among the SB0130 isolates from cattle, two of which had previously been detected in buffalo in a game reserve adjacent to the study area. The apparent widespread presence of M. bovis in the cattle population raises a serious public health concern and justifies further investigation into the risk factors for M. bovis transmission to cattle and humans. Moreover, there is an urgent need for effective bTB control measures to reduce infection in the communal cattle and prevent its spread to uninfected herds.","['Bovine tuberculosis (bTB)', 'Cattle', 'Mycobacterium bovis (M. bovis)', 'Wildlife-livestock interface']",T03,临床观察性队列与回顾性分析,0.9,explicit observational design,A12,生态保护与农业生物,0.96,title/keyword/application evidence: ecology|species|biodiversity|conservation|plant|crop|forest|wildlife|agroecology|farmland|seed,full,model_reviewed_high,3
DOC_0822,Evaluation of thermoelastic damping in micromechanical resonators with axial pretension: An analytical model accounting for two-dimensional thermal conduction,"It has been reported that application of tensile axial stress can simultaneously increase quality factor and resonant frequency for micromechanical resonators. In this study, we formulate an analytical model for evaluating thermoelastic damping in micromechanical resonators based on the thermal energy method, in which thermal conductions in both thickness direction and axial direction are considered. An explicit expression for thermoelastic damping in the form of infinite series has been obtained. The proposed analytical model is further validated by finite element analysis. Results of the present study demonstrate that the 2D model needs to be adopted in order to accurately evaluate thermoelastic damping of micromechanical resonators with axial pretension. In addition, the 2D model proposed in the present study eliminates the inherent inconsistency entailed in the 1D model.","['Axial pretension', 'finite element analysis', 'micromechanical resonator', 'thermoelastic damping']",T14,数值模拟与有限元计算,0.91,explicit numerical/finite-element method,A19,机械制造与工程装备,0.96,title/keyword/application evidence: mechanical|manufacturing|compressor|engine|industrial process|heat transfer|machining,full,model_reviewed_high,3
DOC_0823,ALD HfO 2 Films for Defining Microelectrodes for Electrochemical Sensing and Other Applications,"Microelectrodes are used in a wide range of applications from analytical electrochemistry and biomolecular sensing to in vivo implants. While a variety of insulating materials have been used to define the microelectrode active area, most are not suitable for nanoscale electrodes ( 1 μm2) due to the limited robustness of these films when the film thickness is on the order of the nanoelectrode dimension. In this study, we investigate atomic layer deposited hafnium dioxide (ALD HfO2) as an insulating film to coat planar platinum microelectrodes, with the active areas being defined where the HfO2 is etched. Thermally grown films with thicknesses between 10 and 60 nm were deposited by 100 to 550 ALD cycles and were initially characterized by measuring their standard electrical properties and imaging incipient texture development. Electrochemical measurements on the structures were made, including linear sweep voltammetry and electrochemical impedance spectroscopy, which identified the presence of pinholes in films deposited over the range of 100 to 350 cycles, resulting in leakage. These measurements also suggest a lower limit to the size of microelectrodes below which the electrochemical current detected is no longer dominated by that through the exposed active area. A bilayer insulator comprising ALD HfO2 coated with parylene-C was investigated to minimize the pinhole leakage. Steady-state currents were measured for different electrode areas, qualitatively agreeing with the theory for areas down to ∼1 μm2. For sub-square micrometer electrode areas, bilayer-insulated devices with parylene-C apertures that exposed the smallest microelectrode area showed measured currents that were consistent with extrapolations, indicating that it reduces leakage through HfO2.","['atomic layer deposition', 'electrochemistry', 'hafnium dioxide', 'microelectrodes']",T17,工程器件、天线与原型设计,0.9,engineering device/prototype design,A16,电子半导体与传感器件,0.96,title/keyword/application evidence: semiconductor|photodetector|sensor|flexible electronics|transistor|microelectrode|electronic device|optoelectronic,full,model_reviewed_high,3
DOC_0824,An energetics‐performance framework for wild fishes,"There is growing evidence that bioenergetics can explain relationships between environmental conditions and fish behaviour, distribution, and fitness. Fish energetic needs increase predictably with water temperature, but metabolic performance (i.e., aerobic scope) exhibits varied relationships, and there is debate about its role in shaping fish ecology. Here we present an energetics‐performance framework, which posits that ecological context determines whether energy expenditure or metabolic performance influence fish behaviour and fitness. From this framework, we present testable predictions about how temperature‐driven variability in energetic demands and metabolic performance interact with ecological conditions to influence fish behaviour, distribution, and fitness. Specifically, factors such as prey availability and the spatial distributions of prey and predators may alter fish temperature selection relative to metabolic and energetic optima. Further, metabolic flexibility is a key determinant of how fish will respond to changing conditions, such as those predicted with climate change. With few exceptions, these predictions have rarely been tested in the wild due partly to difficulties in remotely measuring aspects of fish energetics. However, with recent advances in technology and measurement techniques, we now have a better capacity to measure bioenergetics parameters in the wild. Testing these predictions will provide a more mechanistic understanding of how ecological factors affect fish fitness and population dynamics, advancing our knowledge of how species and ecosystems will respond to rapidly changing environments.This article is protected by copyright. All rights reserved.","['behaviour', 'bioenergetics', 'conservation', 'ecology', 'ectotherms', 'metabolism', 'physiology']",T30,风险评估与空间统计,0.87,risk/spatial assessment,A12,生态保护与农业生物,0.88,title/keyword/application evidence: ecology|species|biodiversity|conservation|plant|crop|forest|wildlife|agroecology|farmland|seed,full,model_reviewed_high,3
DOC_0828,A novel mutation leading to the lethal form of carnitine palmitoyltransferase type-2 deficiency,"Abstract Background The clinical phenotypes of carnitine palmitoyltransferase type-2 deficiency (CPT2D) are classified into lethal neonatal, severe infantile and muscle forms. The rarest form is the lethal neonatal form. Case presentation The patient was hypotonic and bradycardic at admission. Blood urea nitrogen and creatinine were high. He had polycystic kidneys, patent foramen ovale and aortic valve insufficiency. Cranial magnetic resonance imaging (MRI) revealed increased signal intensities in the periventricular white matter. Tandem mass spectrometry (MS) analysis was compatible with CPT2D. We found a homozygous in-frame deletion in the CPT2 gene using next-generation sequencing. Conclusions We identified a novel mutation leading to the lethal form of CPT2D with polycystic kidney, cardiac malformation and cranial MRI findings. Our findings expand the spectrum of causative mutations and clinical findings in CPT2D.","['carnitine palmitoyltransferase 2 deficiency', 'cranial MRI', 'mutation']",T11,成像、生理测量与诊断检测,0.85,imaging/measurement method,A09,医学影像、诊断与医疗器械,0.88,title/keyword/application evidence: medical imaging|diagnostic imaging|ultrasound|mri|computed tomography|medical device|clinical diagnosis|electrocardiogram,full,model_reviewed_high,3
DOC_0830,The Protective Effect of Crataegus aronia Against High-Fat Diet-Induced Vascular Inflammation in Rats Entails Inhibition of the NLRP-3 Inflammasome Pathway,"This study investigated whether the whole-plant aqueous extract of Crataegus aronia (C. aronia) could protect against or alleviate high-fat diet (HFD)-induced aortic vascular inflammation in rats by inhibiting the NLRP-3 inflammasome pathway and examined some mechanisms of action with respect to its antioxidant and hypolipidemic effects. Adult male Wistar rats were divided into five groups (n = 6/each): standard diet (10% fat) fed to control rats, control + C. aronia (200 mg/kg), HFD (40% fat), HFD + C. aronia, and HFD post-treated with C. aronia. The HFD was fed for 8 weeks and C. aronia was administered orally for 4 weeks. In addition, isolated macrophages from control rats were pre-incubated with two doses of C. aronia (25 and 50 μg/mL) with or without lipopolysaccharide (LPS) stimulation. Only in HFD-fed rats, co- and post-C. aronia therapy lowered circulatory levels of LDL-C and ox-LDL-c and aortic protein levels of LOX-1 and CD36. C. aronia also inhibited the nuclear accumulation of NF-κB and lowered protein levels of NLRP-3, caspase-1, and mature IL-1β. In vitro, in the absence of ox-LDL-c, C. aronia led to reduced nuclear levels of NF-κB, ROS generation, and protein NLRP-3 levels, in both LPS-stimulated and unstimulated macrophages, in a dose-dependent manner. However, protein levels of LOX-1 were not affected by C. aronia in unstimulated cells. In conclusion, C. aronia inhibits the NLRP-3 inflammasome pathway, induced by HFD feeding in the aorta of rats, mainly by its hypolipidemic effect and in vitro, in LPS-stimulated macrophages, by its antioxidant effect.Graphic Open image in new window","['C. aronia', 'NLRP-3 inflammasome', 'ox-LDL-c', 'Vascular inflammation']",T22,动物模型与药理干预实验,0.86,animal model/in-vivo intervention,A01,心血管与循环系统疾病,0.96,title/keyword/application evidence: cardiac|cardiovascular|heart|hypertension|atrial fibrillation|myocardial|aortic|vascular|thrombosis|stroke|coronary|platelet,full,model_reviewed_high,3
DOC_0832,"Making a connection to field geoscience for Native American youth through culture, nature, and community","This qualitative study examines the experience of 12 Native American youth who participated in culturally appropriate geoscience summer programs throughout California. These programs have been shown to change participating youths' perceptions of science. After the programs, the youth are more likely to describe science as something tribes use to manage natural resources and have been using for a long time, something that is not only learned in classrooms, and that they can live a cultural way of life and still be scientists. In this study we used hermeneutic phenomenology to understand the experience of the participating youth. Semistructured, life-world, pre- and postinterviews were designed to elucidate participants' program experience. These were coded and analyzed following phenomenological methodology. Our analysis shows the function of program elements in providing a supportive path for student participants into science building on a base of cultural and individual assets. The results suggest that having a supportive community that is familial, supportive, and empowering, and in which youth can express their culture while participating in outdoor programming provides the foundation to approach the science content. Moreover, positive connections between nature and our science content are made in this context, broadening participants' concept of science to include outdoor and field sciences. This provides scaffolding in which these new conceptions of science as nature, and nature as science, can be applied to participants' lives outside of the program, and also increases a sense of science identity and an accompanying shift in aspirations to become tribal science leaders.","['field education', 'Indigenous education', 'Native American', 'phenomenology']",T20,问卷调查与定性社会研究,0.88,survey/qualitative design,A25,教育培训与科研能力建设,0.83,title/keyword/application evidence: education|training|students|curriculum|internship|research competence|learning program|teaching,full,model_reviewed_high,3
DOC_0834,Genomic study via chromosomal microarray analysis in a group of Romanian patients with obesity and developmental disability/intellectual disability,"Abstract Background Obesity with developmental disability/intellectual disability (DD/ID) is the most common association in syndromic obesity. Genomic analysis studies have allowed the decipherment of disease aetiology, both in cases of syndromic obesity as well as in cases of isolated or syndromic DD/ID. However, more data are needed to further elucidate the link between the two. The aim of this pangenomic study was to use single nucleotide polymorphism (SNP) array technology to determine the copy number variant (CNV) type and frequency associated with both obesity and DD/ID. Methods Thirty-six patients were recruited from the Clinical Emergency Hospital for Children, in Cluj-Napoca, Romania during the period 2015–2017. The main inclusion criterion was a diagnosis that included both obesity and DD/ID. Genomic analysis via SNP array technology was performed. Results Out of the 36 patients, 12 (33%) presented CNVs with a higher degree of pathogenicity (A group) and 24 (66%) presented benign CNVs (B group). The SNP array results for the A group were as follows: pathogenic CNVs in 8/12 patients (67%); variants of unknown significance (VOUS) in 2/12 patients (16%); and uniparental disomy (UPD) in 2/12 patients (16%). Conclusions Some of these CNVs have already been observed in patients with both obesity and DD/ID, but the others were noticed only in DD/ID patients and have not been described until now in association with obesity.","['copy number variants', 'developmental disability/intellectual disability', 'obesity']",T24,遗传关联与PCR分子检测,0.9,genetic/PCR method,A02,内分泌代谢与糖尿病,0.96,title/keyword/application evidence: diabetes|metabolic|endocrine|thyroid|cushing|adrenal|polycystic ovarian|insulin|obesity|glucose,full,model_reviewed_high,3
DOC_0835,Vertical variation in epiphytic cryptogam species richness and composition in a primeval Fagus sylvatica forest,"QuestionBiodiversity surveys of epiphytic bryophytes and lichens on standing trees are mostly restricted to the lowermost 2 m, since sampling above this level is time‐consuming and therefore expensive. However, sampling only the stem base is likely to result in underestimation of forest epiphyte diversity, because microclimate and physico‐chemical site conditions, both of which vary with height above the ground, play important roles for poikilohydric organisms. We investigate variation in epiphyte diversity and composition along the vertical gradient in forests and discuss factors that may potentially account for height‐dependent distribution patterns. LocationMontane primeval beech forest Havešová in the Carpathians, eastern Slovakia. MethodsTen circular plots, each 500 m2, were selected randomly in an area severely affected by windfall. Epiphytes were sampled along the stems of recently uprooted trees, from base to the canopy. Mean Ellenberg indicator values (EIV) for light, moisture, acidity and nitrogen availability were used as surrogate variables for environmental interpretation of compositional patterns for sampling segments of 2 m along the stem. ResultsBy sampling only the lowest 2 m, 10% of the total bryophyte and 48% of the lichen species would have been missed. We detected systematic patterns of compositional variation for both groups along the vertical gradient. While pleurocarpous mosses and liverworts were mostly restricted to the stem base, acrocarpous mosses and crustose lichens occurred along the stem almost to the top. Foliose and fruticose lichens were concentrated at intermediate heights and the upper canopy. Patterns of variation in EIVs suggested that increasing light availability, decreasing moisture and increasing inputs of acidic and nitrous substances are responsible for the compositional shifts along the vertical gradient. ConclusionsSampling only the stem base implies severe underestimation of the epiphyte diversity in temperate broad‐leaved forests. The middle and the upper parts of tree stems have distinctive compositions of epiphytic cryptogams, because microclimate and physico‐chemical site factors vary with elevation above the ground.This article is protected by copyright. All rights reserved.","['acidity', 'bryophytes', 'canopy', 'Ellenberg indicator values', 'Fagus sylvatica', 'lichens', 'light', 'moisture', 'primeval forests', 'species composition', 'vertical gradient']",T29,野外采样与生态调查,0.86,field sampling/ecological survey,A12,生态保护与农业生物,0.96,title/keyword/application evidence: ecology|species|biodiversity|conservation|plant|crop|forest|wildlife|agroecology|farmland|seed,full,model_reviewed_high,3
