topic_id,axis,parent_category_id,parent_label_zh,parent_label_en,topic_name_zh,topic_name_en,definition_zh,definition_en,language,aliases,positive_evidence,negative_evidence,support_count,prototype_document_ids,prototype_titles,granularity_level,status,cluster_stability_nmi,parent_silhouette,direct_match_threshold,review_match_threshold,version,discovery_source
TR-T18-EN-002,technical,T18,化学合成与催化反应,Chemical Synthesis and Catalytic Reactions,化学合成与催化反应—英文证据主题2,Conjugated / Polymers / Light,属于“化学合成与催化反应”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Chemical Synthesis and Catalytic Reactions, focusing on conjugated, polymers, light, visible, units.",en,"['conjugated', 'polymers', 'light', 'visible', 'units', 'introduction', 'thiophene', 'btth']","['conjugated', 'polymers', 'light', 'visible', 'units', 'introduction', 'thiophene', 'btth']","['doped', 'synthesis', 'hydrogen', 'carbon']",5,"['DOC_0769', 'DOC_0415', 'DOC_0381', 'DOC_0657', 'DOC_0411']","['Conjugated Microporous Polymers as Heterogeneous Photocatalysts for Efficient Degradation of a Mustard-Gas Simulant', 'Study on the influence of the introduction of the thiophene group on the photocatalytic performance of polymer', 'Perylenetetracarboxylic acid–incorporated silver nanocluster for cost-effective visible-light-driven photocatalysis and catalytic reduction', 'Synthesis and biological evaluation of 3-arylbenzofuranone derivatives as potential anti-Alzheimer’s disease agents', 'Correlations for catalyst deactivation during valorization of biomass-derived acetone and butanol']",3,reviewed,0.3082,0.0078,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T19-EN-001,technical,T19,环境处理与资源回收工艺,Environmental Treatment and Resource-Recovery Processes,环境处理与资源回收工艺—英文证据主题1,Environmental Treatment and Resource-Recovery Processes,属于“环境处理与资源回收工艺”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Environmental Treatment and Resource-Recovery Processes, focusing on Environmental Treatment and Resource-Recovery Processes.",en,[],[],[],2,"['DOC_0311', 'DOC_0180']","['Fe and As geochemical self-removal dynamics in mineral waters: evidence from the Ferrarelle groundwater system (Riardo Plain, Southern Italy)', 'Atrazine: From Detection to Remediation – A Minireview']",2,candidate,1.0,0.0,0.677,0.537,8.0,v7_en_high_medium_gold
TR-T20-EN-001,technical,T20,问卷调查与定性社会研究,Questionnaire Surveys and Qualitative Social Research,问卷调查与定性社会研究—英文证据主题1,Cancer / Patients / Health,属于“问卷调查与定性社会研究”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Questionnaire Surveys and Qualitative Social Research, focusing on cancer, patients, health, quality, life.",en,"['cancer', 'patients', 'health', 'quality', 'life', 'questionnaire', 'children', 'risk']","['cancer', 'patients', 'health', 'quality', 'life', 'questionnaire', 'children', 'risk']","['learning', 'students', 'higher', 'education']",13,"['DOC_0742', 'DOC_0781', 'DOC_0270', 'DOC_0493', 'DOC_0471']","['Mental health of both child and parents plays a larger role in the health-related quality of life of obese and overweight children', 'Phenylketonuric patients represent their disease', 'The Functional Assessment of Cancer Therapy Eight Dimension (FACT-8D), a Multi-Attribute Utility Instrument Derived From the Cancer-Specific FACT-General (FACT-G) Quality of Life Questionnaire: Development and Australian Value Set', 'Lack of Knowledge, the main Stumbling Block of Fertility Preservation Promotion in China', 'A Pilot Study for the Development and Evaluation of an Educational Program to Reduce Stigma Toward Cancer and Cancer Survivors: Focusing on Dating and Marriage After Cancer Diagnosis']",3,reviewed,0.4532,0.0128,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T20-EN-002,technical,T20,问卷调查与定性社会研究,Questionnaire Surveys and Qualitative Social Research,问卷调查与定性社会研究—英文证据主题2,Learning / Students / Higher,属于“问卷调查与定性社会研究”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Questionnaire Surveys and Qualitative Social Research, focusing on learning, students, higher, education, lms.",en,"['learning', 'students', 'higher', 'education', 'lms', 'use', 'formal', 'qualitative']","['learning', 'students', 'higher', 'education', 'lms', 'use', 'formal', 'qualitative']","['cancer', 'patients', 'health', 'quality']",4,"['DOC_0473', 'DOC_0304', 'DOC_0832', 'DOC_0600']","['Postgraduate Students’ Experiences on the Use of Moodle and Canvas Learning Management System', 'Drivers of Users’ Embracement of 3D Digital Educational Spaces in Higher Education: A Qualitative Approach', 'Making a connection to field geoscience for Native American youth through culture, nature, and community', 'Homogenizing the Teaching of Engaged Medical Examinations to Large Numbers of Students: the Experience of the Digital Rectal Examination']",3,reviewed,0.4532,0.0128,0.472,0.332,8.0,v7_en_high_medium_gold
TR-T21-EN-001,technical,T21,经济评价与政策分析,Economic Evaluation and Policy Analysis,经济评价与政策分析—英文证据主题1,Cost-Effectiveness Analysis / Cost Effectiveness / Economic,属于“经济评价与政策分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Economic Evaluation and Policy Analysis, focusing on cost-effectiveness analysis, cost effectiveness, economic, effectiveness analysis, dynamic.",en,"['cost-effectiveness analysis', 'cost effectiveness', 'economic', 'effectiveness analysis', 'dynamic', 'decision', 'value', 'title cost']","['cost-effectiveness analysis', 'cost effectiveness', 'economic', 'effectiveness analysis', 'dynamic', 'decision', 'value', 'title cost']","['eq 5d', 'health', '5d 3l', 'discrete']",10,"['DOC_0535', 'DOC_0393', 'DOC_0421', 'DOC_0184', 'DOC_0258']","['Cost-Effectiveness of First-Line Tyrosine Kinase Inhibitor Therapy Initiation Strategies for Chronic Myeloid Leukemia', 'Cost-Effectiveness of an Opioid Abuse–Prevention Program Using the Narcotics Information Management System in South Korea', 'Cost-Effectiveness of Pediatric Influenza Vaccination in The Netherlands', 'Estimation of the Width of Uncertainty in Care Consumption and Costs When Using Common Data Collection Tools in Economic Evaluations: A Benchmark for Sensitivity Analyses', 'Estimating the Theoretical Cost Implications of Funding New Drugs Considered Not to Be Cost-Effective']",3,stable,0.8161,0.033,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T21-EN-002,technical,T21,经济评价与政策分析,Economic Evaluation and Policy Analysis,经济评价与政策分析—英文证据主题2,Eq 5D / Health / 5D 3L,属于“经济评价与政策分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Economic Evaluation and Policy Analysis, focusing on eq 5d, health, 5d 3l, discrete, choice.",en,"['eq 5d', 'health', '5d 3l', 'discrete', 'choice', 'experiment', 'preferences', 'utility']","['eq 5d', 'health', '5d 3l', 'discrete', 'choice', 'experiment', 'preferences', 'utility']","['cost-effectiveness analysis', 'cost effectiveness', 'economic', 'effectiveness analysis']",7,"['DOC_0217', 'DOC_0297', 'DOC_0623', 'DOC_0148', 'DOC_0388']","['Comparison of Adult and Adolescent Preferences Toward EQ-5D-Y-3L Health States', 'Does Changing the Age of a Child to be Considered in 3-Level Version of EQ-5D-Y Discrete Choice Experiment–Based Valuation Studies Affect Health Preferences?', 'A Review of the Methods Used to Generate Utility Values in NICE Technology Assessments for Children and Adolescents', 'A Comparison of Generic and Condition-Specific Preference-Based Measures Using Data From Nivolumab Trials: EQ-5D-3L, Mapping to the EQ-5D-5L, and European Organisation for Research and Treatment of Cancer Quality of Life Utility Measure-Core 10 Dimensions', 'Preferences for e-Mental Health Interventions in Germany: A Discrete Choice Experiment']",3,stable,0.8161,0.033,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T22-EN-001,technical,T22,动物模型与药理干预实验,Animal Models and Pharmacological Intervention,动物模型与药理干预实验—英文证据主题1,RNA / MICE / Induced,属于“动物模型与药理干预实验”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Animal Models and Pharmacological Intervention, focusing on rna, mice, induced, function, keywords.",en,"['rna', 'mice', 'induced', 'function', 'keywords', 'title', 'cells', 'disease']","['rna', 'mice', 'induced', 'function', 'keywords', 'title', 'cells', 'disease']","['treatment', 'expression', 'cancer', 'response']",29,"['DOC_0787', 'DOC_0717', 'DOC_0756', 'DOC_0191', 'DOC_0505']","['Mesenchymal Stem Cells Therapy Improved the Streptozotocin-Induced Behavioral and Hippocampal Impairment in Rats', 'Long Noncoding RNA H19 Impairs the Intestinal Barrier by Suppressing Autophagy and Lowering Paneth and Goblet Cell Function', 'Gold Nanoparticles Treatment Reverses Brain Damage in Alzheimer’s Disease Model', 'Therapeutic Assay with the Non-toxic C-Terminal Fragment of Tetanus Toxin (TTC) in Transgenic Murine Models of Prion Disease', 'Chronic Memantine Treatment Ameliorates Behavioral Deficits, Neuron Loss, and Impaired Neurogenesis in a Model of Alzheimer’s Disease']",3,reviewed,0.0865,0.0028,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T22-EN-002,technical,T22,动物模型与药理干预实验,Animal Models and Pharmacological Intervention,动物模型与药理干预实验—英文证据主题2,Treatment / Expression / Cancer,属于“动物模型与药理干预实验”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Animal Models and Pharmacological Intervention, focusing on treatment, expression, cancer, response, used.",en,"['treatment', 'expression', 'cancer', 'response', 'used', 'apoptosis', 'results', 'cell']","['treatment', 'expression', 'cancer', 'response', 'used', 'apoptosis', 'results', 'cell']","['rna', 'mice', 'induced', 'function']",17,"['DOC_0380', 'DOC_0264', 'DOC_0365', 'DOC_0135', 'DOC_0969']","['Exploration of novel heterofused 1,2,4-triazine derivative in colorectal cancer', 'Effect of 1 mg/kg oral prednisolone on biochemical analytes in ten dogs: a cross-over study', 'Antibiotic Cross-linked Micelles with Reduced Toxicity for Multidrug-Resistant Bacterial Sepsis Treatment', 'Tetrandrine induces apoptosis and growth suppression of colon cancer cells in mice', 'Liver Endothelial Heg Regulates Vascular/Biliary Network Patterning and Metabolic Zonation Via Wnt Signaling']",3,reviewed,0.0865,0.0028,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T23-EN-001,technical,T23,微生物培养与宏基因组分析,Microbial Culture and Metagenomic Analysis,微生物培养与宏基因组分析—英文证据主题1,Microbial Culture and Metagenomic Analysis,属于“微生物培养与宏基因组分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Microbial Culture and Metagenomic Analysis, focusing on Microbial Culture and Metagenomic Analysis.",en,[],[],[],4,"['DOC_0002', 'DOC_0680', 'DOC_0560', 'DOC_0573']","['Effects of a multi-strain Bacillus probiotic on the intestinal microbiome, haemato-immunology, and growth performance of Nile tilapia', 'Effects of dietary exogenous xylanase supplementation on growth performance, intestinal health, and carbohydrate metabolism of juvenile large yellow croaker, Larimichthys crocea', 'The gut microbiota structure of the terrestrial isopod Porcellionides pruinosus (Isopoda: Oniscidea)', 'Helminth-Induced and Th2-Dependent Alterations of the Gut Microbiota Attenuate Obesity Caused by High-Fat Diet']",2,reviewed,1.0,0.0,0.4794,0.3394,8.0,v7_en_high_medium_gold
TR-T24-EN-001,technical,T24,遗传关联与PCR分子检测,Genetic Association and PCR-Based Molecular Detection,遗传关联与PCR分子检测—英文证据主题1,TNF- / IL-6 / Expression,属于“遗传关联与PCR分子检测”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Genetic Association and PCR-Based Molecular Detection, focusing on tnf-, il-6, expression, pcr, levels.",en,"['tnf-', 'il-6', 'expression', 'pcr', 'levels', 'gene', 'serum', 'mir']","['tnf-', 'il-6', 'expression', 'pcr', 'levels', 'gene', 'serum', 'mir']","['obesity', 'polymorphisms', 'onset', 'children']",15,"['DOC_0881', 'DOC_0865', 'DOC_0247', 'DOC_0386', 'DOC_0574']","['Altered expression of norepinephrine transporter participate in hypertension and depression through regulated TNF-α and IL-6', 'Therapeutic challenges in a patient with the simple virilizing (SV) form of congenital adrenal hyperplasia (CAH) due to the P30L/I172N genotype', 'MiR-124 Regulates the Inflammation and Apoptosis in Myocardial Infarction Rats by Targeting STAT3', 'Effects of citral on serum inflammatory factors and liver gene expression of IL-6 and TNF-alpha in experimental diabetes', 'Assessment of the most common CYP21A2 point mutations in a cohort of congenital adrenal hyperplasia patients from Egypt']",3,reviewed,0.2679,0.01,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T24-EN-002,technical,T24,遗传关联与PCR分子检测,Genetic Association and PCR-Based Molecular Detection,遗传关联与PCR分子检测—英文证据主题2,Obesity / Polymorphisms / Onset,属于“遗传关联与PCR分子检测”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Genetic Association and PCR-Based Molecular Detection, focusing on obesity, polymorphisms, onset, children, nucleotide.",en,"['obesity', 'polymorphisms', 'onset', 'children', 'nucleotide', 'genotype', 'women', 'years']","['obesity', 'polymorphisms', 'onset', 'children', 'nucleotide', 'genotype', 'women', 'years']","['tnf-', 'il-6', 'expression', 'pcr']",10,"['DOC_0301', 'DOC_0834', 'DOC_0031', 'DOC_0147', 'DOC_0065']","['Familial early-onset obesity in Turkish children: variants and polymorphisms in the melanocortin-4 receptor (MC4R) gene', 'Genomic study via chromosomal microarray analysis in a group of Romanian patients with obesity and developmental disability/intellectual disability', 'Estrogen receptor alpha XbaI GG genotype was associated with severe preeclampsia', 'Single nucleotide polymorphism (SNP) of Jatropha curcas associated with the content of phorbol ester', 'The Interaction of TXNIP and AFq1 Genes Increases the Susceptibility of Schizophrenia']",3,reviewed,0.2679,0.01,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T24-EN-003,technical,T24,遗传关联与PCR分子检测,Genetic Association and PCR-Based Molecular Detection,遗传关联与PCR分子检测—英文证据主题3,Covid-19 / Covid / Pulmonary,属于“遗传关联与PCR分子检测”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Genetic Association and PCR-Based Molecular Detection, focusing on covid-19, covid, pulmonary, patient, syndrome.",en,"['covid-19', 'covid', 'pulmonary', 'patient', 'syndrome', 'network', 'myeloid', 'case']","['covid-19', 'covid', 'pulmonary', 'patient', 'syndrome', 'network', 'myeloid', 'case']","['tnf-', 'il-6', 'expression', 'pcr']",5,"['DOC_0472', 'DOC_0118', 'DOC_0401', 'DOC_0682', 'DOC_0608']","['Pulmonary pathology of infection by SARS-CoV-2, what we have learnt through post-mortem studies and pathophysiological considerations', 'Role of CT angiography in detecting acute pulmonary embolism associated with COVID-19 pneumonia', 'Brain Disease Network Analysis to Elucidate the Neurological Manifestations of COVID-19', 'Two different missense mutations of PEX genes in two similar patients with severe Zellweger syndrome: an argument on the genotype-phenotype correlation', 'Chronic myeloid leukaemia with pulmonary leucostasis in a young Down syndrome patient']",3,reviewed,0.2679,0.01,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T25-EN-001,technical,T25,数据集、基准与工具验证,"Datasets, Benchmarks and Tool Validation",数据集、基准与工具验证—英文证据主题1,"Datasets, Benchmarks and Tool Validation",属于“数据集、基准与工具验证”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Datasets, Benchmarks and Tool Validation, focusing on Datasets, Benchmarks and Tool Validation.",en,[],[],[],3,"['DOC_0675', 'DOC_0250', 'DOC_0257']","['Analyses of rare collection samples as conservation tool for the last known Italian population of Graphoderus bilineatus (Insecta: Coleoptera)', 'A noninvasive eDNA tool for detecting sea lamprey larvae in river sediments: Analytical validation and field testing in a low‐abundance ecosystem', 'LamaH | Large-Sample Data for Hydrology: Big data für die Hydrologie und Umweltwissenschaften']",2,reviewed,1.0,0.0,0.5405,0.4005,8.0,v7_en_high_medium_gold
TR-T26-EN-001,technical,T26,控制规划与机器人自动化,Control Planning and Robotic Automation,控制规划与机器人自动化—英文证据主题1,Control Planning and Robotic Automation,属于“控制规划与机器人自动化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Control Planning and Robotic Automation, focusing on Control Planning and Robotic Automation.",en,[],[],[],4,"['DOC_0508', 'DOC_0462', 'DOC_0474', 'DOC_0426']","['Synchronous robotic right hemicolectomy and subtotal gastrectomy', 'Robotic-assisted resection for beyond TME rectal cancer: a novel classification and analysis from a specialized center', 'Ivor‐Lewis oesophagectomy: A standardized operative technique in 11 steps', 'Stretchable, Healable, and Degradable Soft Ionic Microdevices Based on Multifunctional Soaking-Toughened Dual-Dynamic-Network Organohydrogel Electrolytes']",2,reviewed,1.0,0.0,0.4586,0.3186,8.0,v7_en_high_medium_gold
TR-T27-EN-001,technical,T27,信号、图像处理与算法优化,Signal/Image Processing and Algorithm Optimization,信号、图像处理与算法优化—英文证据主题1,Signal/Image Processing and Algorithm Optimization,属于“信号、图像处理与算法优化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Signal/Image Processing and Algorithm Optimization, focusing on Signal/Image Processing and Algorithm Optimization.",en,[],[],[],1,['DOC_0015'],['Nonreciprocal scattering and unidirectional cloaking in nonlinear nanoantennas'],2,candidate,1.0,0.0,0.96,0.82,8.0,v7_en_high_medium_gold
TR-T29-EN-001,technical,T29,野外采样与生态调查,Field Sampling and Ecological Surveys,野外采样与生态调查—英文证据主题1,Field Sampling and Ecological Surveys,属于“野外采样与生态调查”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Field Sampling and Ecological Surveys, focusing on Field Sampling and Ecological Surveys.",en,[],[],[],8,"['DOC_0858', 'DOC_0846', 'DOC_0483', 'DOC_0669', 'DOC_0868']","['Soil seed banks in the floodplain of a large river: A test of hypotheses on seed bank composition in relation to flooding and established vegetation', 'Biological soil crust and vascular plant interactions in Western Myall ( Acacia papyrocarpa ) open woodland in South Australia', 'Grazing livestock increases both vegetation and seed bank diversity in remnant and restored grasslands', 'Soil water availability shapes species richness in mid‐latitude shrub steppe plant communities', 'Requirements of plant species are linked to area and determine species pool and richness on small islands']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T30-EN-001,technical,T30,风险评估与空间统计,Risk Assessment and Spatial Statistics,风险评估与空间统计—英文证据主题1,Risk Assessment and Spatial Statistics,属于“风险评估与空间统计”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Risk Assessment and Spatial Statistics, focusing on Risk Assessment and Spatial Statistics.",en,[],[],[],6,"['DOC_0155', 'DOC_0134', 'DOC_0233', 'DOC_0326', 'DOC_0090']","['Contamination level, source identification and health risk evaluation of potentially toxic elements (PTEs) in groundwater of an industrial city in eastern India', 'Ecological risk and enrichment of potentially toxic elements in the soil and eroded sediment in an organic vineyard (Tokaj Nagy Hill, Hungary)', 'Accumulation risk and source apportionment of heavy metals in different types of farmland in a typical farming area of northern China', 'Multiple exposure pathways and health risk assessment of potentially harmful elements for children and adults living in a coal region in Brazil', ""Spatial distribution, pollution level, and health risk of Pb in the finer dust of residential areas: a case study of Xi'an, northwest China""]",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T31-EN-001,technical,T31,理化分析与定量测定,Physicochemical Analysis and Quantitative Measurement,理化分析与定量测定—英文证据主题1,Physicochemical Analysis and Quantitative Measurement,属于“理化分析与定量测定”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Physicochemical Analysis and Quantitative Measurement, focusing on Physicochemical Analysis and Quantitative Measurement.",en,[],[],[],7,"['DOC_0698', 'DOC_0590', 'DOC_0845', 'DOC_0947', 'DOC_0945']","['Antioxidant activity, nutritional, and phenolic composition of sweet potato leaves as affected by harvesting period', 'Anticholinergic and antioxidant activities of avocado ( Folium perseae ) leaves – phytochemical content by LC-MS/MS analysis', 'Physical properties, resistant starch content and antioxidant profile of purple sweet potato powder after 12 months of storage', 'Phytochemical screening and antioxidant properties of methanolic extract of root of Asparagus racemosus Linn', 'Antioxidant and antibacterial activities of modified crab shell bioactive peptides by Maillard reaction']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T33-EN-001,technical,T33,生物行为与生理比较实验,Behavioral and Physiological Comparative Experiments,生物行为与生理比较实验—英文证据主题1,Behavioral and Physiological Comparative Experiments,属于“生物行为与生理比较实验”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Behavioral and Physiological Comparative Experiments, focusing on Behavioral and Physiological Comparative Experiments.",en,[],[],[],5,"['DOC_0801', 'DOC_0674', 'DOC_0994', 'DOC_0665', 'DOC_0133']","['Effect of dietary purslane (Portulaca oleracea L.) leaves powder on growth, immunostimulation, and protection of Nile tilapia, Oreochromis niloticus against Aeromonas hydrophila infection', 'Impaired peroxisomal fat oxidation induces hepatic lipid accumulation and oxidative damage in Nile tilapia', 'Intraspecific morphological and reproductive trait variation in mouth almighty Glossamia aprion (Apogonidae) across different flow environments', 'The onset of piscivory in a freshwater fish species: analysis of behavioural and physiological traits', 'Exogenous cortisol and red light irradiation affect reproductive parameters in the goldfish Carassius auratus']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
TR-T01-ZH-001,technical,T01,深度学习与神经网络,Deep Learning and Neural Networks,Transformer与注意力建模,Transformer and Attention Modeling,属于“深度学习与神经网络”父类，核心边界由Transformer、自注意力、多头注意力、注意力机制等证据确定。,A seeded fine-grained topic under Deep Learning and Neural Networks.,zh,"['Transformer', '自注意力', '多头注意力', '注意力机制']","['Transformer', '自注意力', '多头注意力', '注意力机制']",[],4,"['ZH_0178', 'ZH_0055', 'ZH_0927', 'ZH_0307']","['基于多尺度卷积融合时间序列Transformer的复合电能质量扰动识别', '基于自适应噪声完全集合经验模态分解与Bi LSTM-Transformer的锂离子电池剩余使用寿命预测', '不平衡电网下隔离型固态变压器非线性一体化控制', '基于混合型晶闸管可控移相器的抗冲击驱动策略']",3,reviewed,1.0,,0.4839,0.3539,8.0,v8_seeded_boundary_topic
TR-T01-ZH-900,technical,T01,深度学习与神经网络,Deep Learning and Neural Networks,深度学习与神经网络（未细分）,Deep Learning and Neural Networks (Unresolved Subtopic),证据不足以稳定映射到当前细主题，保留在父主题并进入后续增量发现。,Insufficient evidence for a stable fine-grained assignment; retained at the parent level.,zh,[],[],"['Transformer', '自注意力', '多头注意力', '注意力机制']",7,"['ZH_0482', 'ZH_0539', 'ZH_0313', 'ZH_0704', 'ZH_0111']","['基于深度学习的无人机电网巡检缺陷检测研究', '基于深度学习的安全帽识别算法研究与模型训练', '针对电力系统人工智能算法的数据投毒后门攻击方法与检测方案', '低成本对抗性隐蔽虚假数据注入攻击及其检测方法', '基于改进MMD-GAN的可再生能源随机场景生成']",2,reviewed,1.0,,0.52,0.36,8.0,v8_parent_fallback
TR-T02-ZH-001,technical,T02,经典机器学习与统计建模,Classical Machine Learning and Statistical Modeling,树模型、支持向量机与集成学习,"Tree Models, SVM and Ensemble Learning",属于“经典机器学习与统计建模”父类，核心边界由随机森林、LightGBM、XGBoost、支持向量机、SVM等证据确定。,A seeded fine-grained topic under Classical Machine Learning and Statistical Modeling.,zh,"['随机森林', 'LightGBM', 'XGBoost', '支持向量机', 'SVM', '极限学习机', '决策树']","['随机森林', 'LightGBM', 'XGBoost', '支持向量机', 'SVM', '极限学习机', '决策树']",[],7,"['ZH_0238', 'ZH_0251', 'ZH_0351', 'ZH_0189', 'ZH_0546']","['基于RPCA-GELM数据驱动的保护测量回路误差评估', '基于海马优化深层极限学习机的电力信息物理系统FDIA检测', '基于改进秃鹰算法优化极限学习机的谐波发射水平估计', '基于Transformer与单分类支持向量机的窃电时间识别方法', '基于ABC-RFEKF算法的锂电池SOC估计']",3,stable,1.0,,0.4,0.27,8.0,v8_seeded_boundary_topic
TR-T02-ZH-900,technical,T02,经典机器学习与统计建模,Classical Machine Learning and Statistical Modeling,经典机器学习与统计建模（未细分）,Classical Machine Learning and Statistical Modeling (Unresolved Subtopic),证据不足以稳定映射到当前细主题，保留在父主题并进入后续增量发现。,Insufficient evidence for a stable fine-grained assignment; retained at the parent level.,zh,[],[],"['随机森林', 'LightGBM', 'XGBoost', '支持向量机']",2,"['ZH_0950', 'ZH_0135']","['基于深度强化学习的城市配电网多级动态重构优化运行方法', '中国式城乡现代化进程中的县城人口变化格局及其影响因素']",2,reviewed,1.0,,0.52,0.36,8.0,v8_parent_fallback
TR-T14-ZH-001,technical,T14,数值模拟与有限元计算,Numerical Simulation and Finite-Element Computation,电磁暂态与PSCAD仿真,Electromagnetic Transient and PSCAD Simulation,属于“数值模拟与有限元计算”父类，核心边界由PSCAD、EMTDC、电磁暂态等证据确定。,A seeded fine-grained topic under Numerical Simulation and Finite-Element Computation.,zh,"['PSCAD', 'EMTDC', '电磁暂态']","['PSCAD', 'EMTDC', '电磁暂态']",[],12,"['ZH_0032', 'ZH_0332', 'ZH_0318', 'ZH_0334', 'ZH_0198']","['混合级联型HVDC系统的后续换相失败预判方法', '基于电容换流的限流型混合式直流断路器', '一种基于电容主动钳位式混合式直流断路器', '单相接地时LCC-HVDC换相失败时序机理研究', '新能源基地柔直送出系统单极闭锁场景下交流电压序贯波动机理与抑制策略']",3,stable,1.0,,0.4,0.27,8.0,v8_seeded_boundary_topic
TR-T14-ZH-900,technical,T14,数值模拟与有限元计算,Numerical Simulation and Finite-Element Computation,数值模拟与有限元计算（未细分）,Numerical Simulation and Finite-Element Computation (Unresolved Subtopic),证据不足以稳定映射到当前细主题，保留在父主题并进入后续增量发现。,Insufficient evidence for a stable fine-grained assignment; retained at the parent level.,zh,[],[],"['PSCAD', 'EMTDC', '电磁暂态']",7,"['ZH_0339', 'ZH_0552', 'ZH_0230', 'ZH_0130', 'ZH_0330']","['基于热-电-流耦合的芯棒碳化复合绝缘子发热特性研究', '多回击地闪特征参数及其对直流线路故障的影响研究', '基于光储协调电压自均衡的光伏直流汇集方案研究', '基于近似熵变化量判据的混合直流输电系统纵联保护方案', '高海拔高速运行高铁车顶绝缘子风压分布及海拔修正']",2,reviewed,1.0,,0.52,0.36,8.0,v8_parent_fallback
TR-T27-ZH-900,technical,T27,信号、图像处理与算法优化,Signal/Image Processing and Algorithm Optimization,信号、图像处理与算法优化（未细分）,Signal/Image Processing and Algorithm Optimization (Unresolved Subtopic),证据不足以稳定映射到当前细主题，保留在父主题并进入后续增量发现。,Insufficient evidence for a stable fine-grained assignment; retained at the parent level.,zh,[],[],[],5,"['ZH_0044', 'ZH_0807', 'ZH_0510', 'ZH_0989', 'ZH_0316']","['适用于直流保护的数学形态学降噪与噪声干扰识别方法', '利用行波波形改进编辑距离的柔性直流输电线路后备保护方案', '基于改进无迹卡尔曼滤波的短线路同杆并架双回线参数辨识', '弱电网下逆变器并网系统失稳的两种诱因', '基于时段主导特征的三相不平衡台区识别及治理']",2,reviewed,1.0,,0.52,0.36,8.0,v8_parent_fallback
TR-T34-ZH-001,technical,T34,聚类、关联规则与模式识别,"Clustering, Association Rules and Pattern Recognition",FCM、K均值与聚类分析,"FCM, K-Means and Clustering Analysis",属于“聚类、关联规则与模式识别”父类，核心边界由模糊C均值、FCM、K均值、聚类算法、聚类分析等证据确定。,"A seeded fine-grained topic under Clustering, Association Rules and Pattern Recognition.",zh,"['模糊C均值', 'FCM', 'K均值', '聚类算法', '聚类分析']","['模糊C均值', 'FCM', 'K均值', '聚类算法', '聚类分析']",[],3,"['ZH_0848', 'ZH_0699', 'ZH_0239']","['基于数据驱动的双馈风电场经VSC-HVDC并网次同步振荡影响因素分析', '基于电压聚类和关联卷积的配电网户变关系识别方法', '基于深度自适应K-means++算法的电抗器声纹聚类方法']",3,reviewed,1.0,,0.5429,0.4129,8.0,v8_seeded_boundary_topic
