topic_id,axis,parent_category_id,parent_label_zh,parent_label_en,topic_name_zh,topic_name_en,definition_zh,definition_en,language,aliases,positive_evidence,negative_evidence,support_count,prototype_document_ids,prototype_titles,granularity_level,status,cluster_stability_nmi,parent_silhouette,direct_match_threshold,review_match_threshold,version,discovery_source
AS-A16-EN-001,application,A16,电子半导体与传感器件,"Electronics, Semiconductors and Sensor Devices",电子半导体与传感器件—英文证据主题1,Sensor / Fluorescence / Fluorescent,属于“电子半导体与传感器件”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Electronics, Semiconductors and Sensor Devices, focusing on sensor, fluorescence, fluorescent, cu2, acid.",en,"['sensor', 'fluorescence', 'fluorescent', 'cu2', 'acid', 'dots', 'drug', 'detection']","['sensor', 'fluorescence', 'fluorescent', 'cu2', 'acid', 'dots', 'drug', 'detection']","['electrochemistry', 'high', 'applications', 'electrochemical']",9,"['DOC_0424', 'DOC_0337', 'DOC_0110', 'DOC_0346', 'DOC_0580']","['Construction of Hybrid Fluorescent Sensor for Cu2+ Detection Using Fluorescein-functionalized CdS Quantum Dots Via FRET', 'A Bis(Salamo)-Based Fluorogenic Sensor for Highly Selective and Sequential Recognition of Cu2+ and B4O72− Ions in Semi-Aqueous Medium', 'Fluorescent Sensors for Hg2+ and Cu2+ Based on Condensation Products of 4H-1,2,4 Triazole-4-Amine and Carboxylated Benzoic Acids', 'Simple One-step Solid-state Synthesis of Highly Crystalline N Doped Carbon Dots As Selective Turn Off-sensor for Picric Acid and Metanil Yellow', 'Re-usage of the Waste Drug as Molecular Chemosensor for Fe3+ Ion: Application towards Fluorescent Ink']",3,reviewed,0.5944,0.0125,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A16-EN-002,application,A16,电子半导体与传感器件,"Electronics, Semiconductors and Sensor Devices",电子半导体与传感器件—英文证据主题2,Electrochemistry / HIGH / Applications,属于“电子半导体与传感器件”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Electronics, Semiconductors and Sensor Devices, focusing on electrochemistry, high, applications, electrochemical, film.",en,"['electrochemistry', 'high', 'applications', 'electrochemical', 'film', 'optoelectronic', 'devices', 'sensing']","['electrochemistry', 'high', 'applications', 'electrochemical', 'film', 'optoelectronic', 'devices', 'sensing']","['sensor', 'fluorescence', 'fluorescent', 'cu2']",7,"['DOC_0204', 'DOC_0577', 'DOC_0272', 'DOC_0823', 'DOC_0659']","['Defect Engineering in Ultrathin SnSe Nanosheets for High-Performance Optoelectronic Applications', 'Synthesis of Wafer-Scale Monolayer Pyrenyl Graphdiyne on Ultrathin Hexagonal Boron Nitride for Multibit Optoelectronic Memory', 'Glycerol-Based Dendrimer Nanocomposite Film as a Tunable pH-Sensor for Food Packaging', 'ALD HfO 2 Films for Defining Microelectrodes for Electrochemical Sensing and Other Applications', 'Strain Sensor with Both a Wide Sensing Range and High Sensitivity Based on Braided Graphene Belts']",3,reviewed,0.5944,0.0125,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A16-EN-003,application,A16,电子半导体与传感器件,"Electronics, Semiconductors and Sensor Devices",电子半导体与传感器件—英文证据主题3,Magnetron Sputtering / Surface Acoustic Wave / Sio 2 Film,属于“电子半导体与传感器件”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Electronics, Semiconductors and Sensor Devices, focusing on magnetron sputtering, surface acoustic wave, sio 2 film, humidity sensor, tem.",en,"['magnetron sputtering', 'surface acoustic wave', 'sio 2 film', 'humidity sensor', 'tem', 'singlet fission', 'separated functions', 'reactive sputtering']","['magnetron sputtering', 'surface acoustic wave', 'sio 2 film', 'humidity sensor', 'tem', 'singlet fission', 'separated functions', 'reactive sputtering']","['electrochemistry', 'high', 'applications', 'electrochemical']",3,"['DOC_0813', 'DOC_0196', 'DOC_0842']","['Controlling Carrier Type and Concentration in NiO Films To Enable in Situ PN Homojunctions', 'Surface acoustic wave relative humidity sensor based on sputtering SiO 2 film', 'Separation in the Roles of Carrier Transport and Light Emission in Light-Emitting Organic Transistors with a Bilayer Configuration']",3,reviewed,0.5944,0.0125,0.5415,0.4015,8.0,v7_en_high_medium_gold
AS-A17-EN-001,application,A17,光学光子、天线与射频,"Optics, Photonics, Antennas and Radio Frequency",光学光子、天线与射频—英文证据主题1,Microfluidics / Laser / Light,属于“光学光子、天线与射频”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Optics, Photonics, Antennas and Radio Frequency, focusing on microfluidics, laser, light, materials, tailored.",en,"['microfluidics', 'laser', 'light', 'materials', 'tailored', 'nonlinear', 'large', 'optical']","['microfluidics', 'laser', 'light', 'materials', 'tailored', 'nonlinear', 'large', 'optical']","['waveguide', 'integrated', 'linear', 'compact']",11,"['DOC_0149', 'DOC_0285', 'DOC_0450', 'DOC_0152', 'DOC_0428']","['Second harmonic generation in glass-based metasurfaces using tailored surface lattice resonances', 'Monitoring light source for CMS lead tungstate crystal calorimeter at LHC', 'Large-scale monolayer molybdenum disulfide (MoS 2 ) for mid-infrared photonics', 'Laser–particle interaction-based analysis of powder particle effects on temperatures and distortions in directed energy deposition additive manufacturing', 'The road to atomically thin metasurface optics']",3,reviewed,0.4392,0.0127,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A17-EN-002,application,A17,光学光子、天线与射频,"Optics, Photonics, Antennas and Radio Frequency",光学光子、天线与射频—英文证据主题2,Waveguide / Integrated / Linear,属于“光学光子、天线与射频”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Optics, Photonics, Antennas and Radio Frequency, focusing on waveguide, integrated, linear, compact, surface plasmon.",en,"['waveguide', 'integrated', 'linear', 'compact', 'surface plasmon', 'terahertz', 'waves', 'loss']","['waveguide', 'integrated', 'linear', 'compact', 'surface plasmon', 'terahertz', 'waves', 'loss']","['microfluidics', 'laser', 'light', 'materials']",10,"['DOC_0782', 'DOC_0888', 'DOC_0745', 'DOC_0092', 'DOC_0897']","['High-performance and compact broadband terahertz plasmonic waveguide intersection', 'Monolithic waveguide laser mode-locked by embedded Ag nanoparticles operating at 1 μm', 'Focused vortex-beam generation using gap-surface plasmon metasurfaces', 'Linear-polarized terahertz isolator by breaking the gyro-mirror symmetry in cascaded magneto-optical metagrating', 'A compact structure for realizing Lorentzian, Fano, and electromagnetically induced transparency resonance lineshapes in a microring resonator']",3,reviewed,0.4392,0.0127,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A17-EN-003,application,A17,光学光子、天线与射频,"Optics, Photonics, Antennas and Radio Frequency",光学光子、天线与射频—英文证据主题3,Microstrip Antenna / Soft Surface Ground / Shared-Aperture,属于“光学光子、天线与射频”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Optics, Photonics, Antennas and Radio Frequency, focusing on microstrip antenna, soft surface ground, shared-aperture, metamaterial, loading.",en,"['microstrip antenna', 'soft surface ground', 'shared-aperture', 'metamaterial', 'loading', 'fabry-perot cavity antenna', 'uwb', 'wlan/wimax']","['microstrip antenna', 'soft surface ground', 'shared-aperture', 'metamaterial', 'loading', 'fabry-perot cavity antenna', 'uwb', 'wlan/wimax']","['waveguide', 'integrated', 'linear', 'compact']",4,"['DOC_0887', 'DOC_0713', 'DOC_0014', 'DOC_0686']","['Compact multi-band stacked circular patch antenna for wideband applications with enhanced gain', 'A unique metamaterial inspired star-slot UWB antenna with soft surface ground', 'A tri-band low-profile shared-aperture mesh patch/Fabry-Perot cavity antenna', 'Design of circularly polarized patch antennas using anisotropic high refractive index metamaterial loading']",3,reviewed,0.4392,0.0127,0.4859,0.3459,8.0,v7_en_high_medium_gold
AS-A18-EN-001,application,A18,土木岩土与交通基础设施,"Civil, Geotechnical and Transport Infrastructure",土木岩土与交通基础设施—英文证据主题1,"Civil, Geotechnical and Transport Infrastructure",属于“土木岩土与交通基础设施”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Civil, Geotechnical and Transport Infrastructure, focusing on Civil, Geotechnical and Transport Infrastructure.",en,[],[],[],4,"['DOC_0033', 'DOC_0030', 'DOC_0656', 'DOC_0021']","['Investigation on interface stripping damage at high-temperature using microstructural analysis', 'Large-scale direct shear testing of geogrid-reinforced aggregate base over weak subgrade', 'Absorption characteristics and shrinkage mitigation of superabsorbent polymers in pavement concrete', 'Component, design, and prospects of self-consistent energy systems for transport infrastructures']",2,reviewed,1.0,0.0,0.4649,0.3249,8.0,v7_en_high_medium_gold
AS-A19-EN-001,application,A19,机械制造与工程装备,Mechanical Manufacturing and Engineering Equipment,机械制造与工程装备—英文证据主题1,Mechanical Manufacturing and Engineering Equipment,属于“机械制造与工程装备”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Mechanical Manufacturing and Engineering Equipment, focusing on Mechanical Manufacturing and Engineering Equipment.",en,[],[],[],6,"['DOC_0071', 'DOC_0822', 'DOC_0988', 'DOC_0836', 'DOC_0122']","['Calix[4]arene phosphonato derivative as a novel and capable processing aid agent for improving dynamic, mechanical, and thermal behavior of tire tread rubber compounds', 'Evaluation of thermoelastic damping in micromechanical resonators with axial pretension: An analytical model accounting for two-dimensional thermal conduction', 'Mechanical Stretch of High Magnitude Provokes Axonal Injury, Elongation of Paranodal Junctions, and Signaling Alterations in Oligodendrocytes', 'Molecular Engineering of Structurally Diverse Dendrimers with Large Electro-Optic Activities', 'Practice of sedation and the perception of discomfort during mechanical ventilation in Chinese intensive care units']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A20-EN-001,application,A20,机器人、自动控制与自主系统,"Robotics, Automatic Control and Autonomous Systems",机器人、自动控制与自主系统—英文证据主题1,"Robotics, Automatic Control and Autonomous Systems",属于“机器人、自动控制与自主系统”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Robotics, Automatic Control and Autonomous Systems, focusing on Robotics, Automatic Control and Autonomous Systems.",en,[],[],[],4,"['DOC_0508', 'DOC_0474', 'DOC_0441', 'DOC_0928']","['Synchronous robotic right hemicolectomy and subtotal gastrectomy', 'Ivor‐Lewis oesophagectomy: A standardized operative technique in 11 steps', 'Real-time vessel segmentation and reconstruction for virtual fixtures for an active handheld microneurosurgical instrument', 'Total hip arthroplasty using stem-first technique with navigation: the potential of achievement of the optimal combined anteversion being a risk factor for anterior cup protrusion']",2,reviewed,1.0,0.0,0.4672,0.3272,8.0,v7_en_high_medium_gold
AS-A21-EN-001,application,A21,化学催化与碳资源转化,Chemical Catalysis and Carbon-Resource Conversion,化学催化与碳资源转化—英文证据主题1,Catalyst / Photocatalytic / Visible,属于“化学催化与碳资源转化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Chemical Catalysis and Carbon-Resource Conversion, focusing on catalyst, photocatalytic, visible, light, characterization.",en,"['catalyst', 'photocatalytic', 'visible', 'light', 'characterization', 'acetone', 'deactivation', 'thiophene']","['catalyst', 'photocatalytic', 'visible', 'light', 'characterization', 'acetone', 'deactivation', 'thiophene']","['electrocatalyst', 'vitamin b 12', 'vinyl crosslinking', 'silicon-containing arylacetylene resin']",6,"['DOC_0381', 'DOC_0084', 'DOC_0349', 'DOC_0415', 'DOC_0341']","['Perylenetetracarboxylic acid–incorporated silver nanocluster for cost-effective visible-light-driven photocatalysis and catalytic reduction', 'Hydrogen Production at a NiO Photocathode Based on a Ruthenium Dye–Cobalt Diimine Dioxime Catalyst Assembly: Insights from Advanced Spectroscopy and Post-operando Characterization', 'Fundamentals, synthesis, characterization and environmental applications of layered double hydroxides: a review', 'Study on the influence of the introduction of the thiophene group on the photocatalytic performance of polymer', 'Porous Graphitic Carbons Containing Nitrogen by Structuration of Chitosan with Pluronic P123']",3,reviewed,0.2184,0.0103,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A21-EN-002,application,A21,化学催化与碳资源转化,Chemical Catalysis and Carbon-Resource Conversion,化学催化与碳资源转化—英文证据主题2,Electrocatalyst / Vitamin B 12 / Vinyl Crosslinking,属于“化学催化与碳资源转化”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Chemical Catalysis and Carbon-Resource Conversion, focusing on electrocatalyst, vitamin b 12, vinyl crosslinking, silicon-containing arylacetylene resin, nanocrystal.",en,"['electrocatalyst', 'vitamin b 12', 'vinyl crosslinking', 'silicon-containing arylacetylene resin', 'nanocrystal', 'graphene', 'doping', 'digestive-ripening']","['electrocatalyst', 'vitamin b 12', 'vinyl crosslinking', 'silicon-containing arylacetylene resin', 'nanocrystal', 'graphene', 'doping', 'digestive-ripening']","['catalyst', 'photocatalytic', 'visible', 'light']",4,"['DOC_0699', 'DOC_0759', 'DOC_0533', 'DOC_0360']","['Synthesis of V-doped In 2 O 3 Nanocrystals via Digestive-Ripening Process and Their Electrocatalytic Properties in CO 2 Reduction Reaction', 'Tuning the Electrocatalytic Activity of Co 3 O 4 through Discrete Elemental Doping', 'Vitamin B 12 on Graphene for Highly Efficient CO 2 Electroreduction', 'Study on vinyl crosslinking and related properties of silicon-containing arylacetylene resin synthesised by zinc powder catalysis']",3,reviewed,0.2184,0.0103,0.4689,0.3289,8.0,v7_en_high_medium_gold
AS-A22-EN-001,application,A22,分子生物学、遗传与细胞机制,"Molecular Biology, Genetics and Cellular Mechanisms",分子生物学、遗传与细胞机制—英文证据主题1,Amyloid / Autophagy / Protein,属于“分子生物学、遗传与细胞机制”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Molecular Biology, Genetics and Cellular Mechanisms, focusing on amyloid, autophagy, protein, treatment, disease.",en,"['amyloid', 'autophagy', 'protein', 'treatment', 'disease', 'patients', 'title', 'inhibition']","['amyloid', 'autophagy', 'protein', 'treatment', 'disease', 'patients', 'title', 'inhibition']","['transcription', 'neurons', 'cell', 'differentiation']",20,"['DOC_0505', 'DOC_0191', 'DOC_0909', 'DOC_0984', 'DOC_0817']","['Chronic Memantine Treatment Ameliorates Behavioral Deficits, Neuron Loss, and Impaired Neurogenesis in a Model of Alzheimer’s Disease', 'Therapeutic Assay with the Non-toxic C-Terminal Fragment of Tetanus Toxin (TTC) in Transgenic Murine Models of Prion Disease', 'Serum concentration of surfactant protein D in patients with systemic sclerosis: The potential marker of the interstitial lung disease severity', 'Calpain Inhibition Increases SMN Protein in Spinal Cord Motoneurons and Ameliorates the Spinal Muscular Atrophy Phenotype in Mice', 'A Systematic Review of MicroRNA Expression as Biomarker of Late-Onset Alzheimer’s Disease']",3,reviewed,0.3269,0.0048,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A22-EN-002,application,A22,分子生物学、遗传与细胞机制,"Molecular Biology, Genetics and Cellular Mechanisms",分子生物学、遗传与细胞机制—英文证据主题2,Transcription / Neurons / CELL,属于“分子生物学、遗传与细胞机制”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Molecular Biology, Genetics and Cellular Mechanisms, focusing on transcription, neurons, cell, differentiation, rna.",en,"['transcription', 'neurons', 'cell', 'differentiation', 'rna', 'stem', 'intestine', 'signaling']","['transcription', 'neurons', 'cell', 'differentiation', 'rna', 'stem', 'intestine', 'signaling']","['amyloid', 'autophagy', 'protein', 'treatment']",15,"['DOC_0053', 'DOC_0193', 'DOC_0394', 'DOC_0591', 'DOC_0157']","['Transcriptional Regulation by ATOH1 and its Target SPDEF in the Intestine', 'Myenteric neurons do not replicate in small intestine under normal, physiological conditions in adult mouse', 'scRNA-Seq Reveals New Enteric Nervous System Roles for GDNF, NRTN, and TBX3', 'Molecular Mechanisms for Krüppel-Like Factor 13 Actions in Hippocampal Neurons', 'CREB-mediated transcriptional activation of NRMT1 drives muscle differentiation']",3,reviewed,0.3269,0.0048,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A22-EN-003,application,A22,分子生物学、遗传与细胞机制,"Molecular Biology, Genetics and Cellular Mechanisms",分子生物学、遗传与细胞机制—英文证据主题3,Hydrogen Evolution Reaction / Generation / Network,属于“分子生物学、遗传与细胞机制”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Molecular Biology, Genetics and Cellular Mechanisms, focusing on hydrogen evolution reaction, generation, network, hydrogen, learning.",en,"['hydrogen evolution reaction', 'generation', 'network', 'hydrogen', 'learning', 'title', 'field', 'evolution']","['hydrogen evolution reaction', 'generation', 'network', 'hydrogen', 'learning', 'title', 'field', 'evolution']","['amyloid', 'autophagy', 'protein', 'treatment']",11,"['DOC_0199', 'DOC_0455', 'DOC_0820', 'DOC_0502', 'DOC_0499']","['Supramolecular Anchoring Strategy for Facile Production of Ruthenium Nanoparticles Embedded in N-Doped Mesoporous Carbon Nanospheres for Efficient Hydrogen Generation', 'NIST-certified secure key generation via deep learning of physical unclonable functions in silica aerogels', '[MoS 4 ] 2– -Intercalated NiCo-Layered Double Hydroxide Nanospikes: An Efficiently Synergized Material for Urine To Direct H 2 Generation', 'A modified Ising model of Barabási–Albert network with gene-type spins', 'Generative multi-adversarial network for striking the right balance in abdominal image segmentation']",3,reviewed,0.3269,0.0048,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A23-EN-001,application,A23,食品营养、天然产物与植物活性,"Food, Nutrition, Natural Products and Plant Bioactivity",食品营养、天然产物与植物活性—英文证据主题1,Antioxidant Activity / Antioxidant / Activity,属于“食品营养、天然产物与植物活性”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Food, Nutrition, Natural Products and Plant Bioactivity, focusing on antioxidant activity, antioxidant, activity, properties, content.",en,"['antioxidant activity', 'antioxidant', 'activity', 'properties', 'content', 'phytochemical', 'potato', 'sweet']","['antioxidant activity', 'antioxidant', 'activity', 'properties', 'content', 'phytochemical', 'potato', 'sweet']","['food', 'natural', 'products', 'fruit']",8,"['DOC_0698', 'DOC_0845', 'DOC_0590', 'DOC_0947', 'DOC_0867']","['Antioxidant activity, nutritional, and phenolic composition of sweet potato leaves as affected by harvesting period', 'Physical properties, resistant starch content and antioxidant profile of purple sweet potato powder after 12 months of storage', 'Anticholinergic and antioxidant activities of avocado ( Folium perseae ) leaves – phytochemical content by LC-MS/MS analysis', 'Phytochemical screening and antioxidant properties of methanolic extract of root of Asparagus racemosus Linn', 'Antioxidant and physicochemical properties of soluble dietary fiber from garlic straw as treated by energy-gathered ultrasound']",3,reviewed,0.3326,0.0155,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A23-EN-002,application,A23,食品营养、天然产物与植物活性,"Food, Nutrition, Natural Products and Plant Bioactivity",食品营养、天然产物与植物活性—英文证据主题2,FOOD / Natural / Products,属于“食品营养、天然产物与植物活性”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Food, Nutrition, Natural Products and Plant Bioactivity, focusing on food, natural, products, fruit, human.",en,"['food', 'natural', 'products', 'fruit', 'human', 'title', 'health', 'factors']","['food', 'natural', 'products', 'fruit', 'human', 'title', 'health', 'factors']","['antioxidant activity', 'antioxidant', 'activity', 'properties']",7,"['DOC_0398', 'DOC_0333', 'DOC_0216', 'DOC_0317', 'DOC_0599']","['Antioxidant-rich natural fruit and vegetable products and human health', 'Biogeochemical Control on the Mobilization of Cd in Soil', 'Application of triazoles in the structural modification of natural products', 'E-nose coupled with an artificial neural network to detection of fraud in pure and industrial fruit juices', 'Deciphering Food Hawkerpreneurship: Challenges and success factors in franchising street food businesses in Malaysia']",3,reviewed,0.3326,0.0155,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A24-EN-001,application,A24,经济政策、社会治理与法律,"Economic Policy, Social Governance and Law",经济政策、社会治理与法律—英文证据主题1,"Economic Policy, Social Governance and Law",属于“经济政策、社会治理与法律”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Economic Policy, Social Governance and Law, focusing on Economic Policy, Social Governance and Law.",en,[],[],[],8,"['DOC_0490', 'DOC_0042', 'DOC_0184', 'DOC_0393', 'DOC_0259']","['The History and Future of the “ISPOR Value Flower”: Addressing Limitations of Conventional Cost-Effectiveness Analysis', 'Cost-Effectiveness and Dynamic Efficiency: Does the Solution Lie Within?', 'Estimation of the Width of Uncertainty in Care Consumption and Costs When Using Common Data Collection Tools in Economic Evaluations: A Benchmark for Sensitivity Analyses', 'Cost-Effectiveness of an Opioid Abuse–Prevention Program Using the Narcotics Information Management System in South Korea', 'Costs and Cost-Effectiveness of Malaria Control Interventions: A Systematic Literature Review']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A25-EN-001,application,A25,教育培训与科研能力建设,"Education, Training and Research Capacity Building",教育培训与科研能力建设—英文证据主题1,"Education, Training and Research Capacity Building",属于“教育培训与科研能力建设”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Education, Training and Research Capacity Building, focusing on Education, Training and Research Capacity Building.",en,[],[],[],6,"['DOC_0304', 'DOC_0473', 'DOC_0792', 'DOC_0832', 'DOC_0600']","['Drivers of Users’ Embracement of 3D Digital Educational Spaces in Higher Education: A Qualitative Approach', 'Postgraduate Students’ Experiences on the Use of Moodle and Canvas Learning Management System', 'Pulmonary embolism response team implementation improves awareness and education among the house staff and faculty', 'Making a connection to field geoscience for Native American youth through culture, nature, and community', 'Homogenizing the Teaching of Engaged Medical Examinations to Large Numbers of Students: the Experience of the Digital Rectal Examination']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A26-EN-001,application,A26,计算机科学、人工智能与数据分析,"Computer Science, Artificial Intelligence and Data Analytics",计算机科学、人工智能与数据分析—英文证据主题1,"Computer Science, Artificial Intelligence and Data Analytics",属于“计算机科学、人工智能与数据分析”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Computer Science, Artificial Intelligence and Data Analytics, focusing on Computer Science, Artificial Intelligence and Data Analytics.",en,[],[],[],2,"['DOC_0720', 'DOC_0727']","['Evaluating Thermal Quenching Temperature in Eu 3+ -Substituted Oxide Phosphors via Machine Learning', 'Machine learning-based prediction of response to growth hormone treatment in Turner syndrome: the LG Growth Study']",2,candidate,1.0,0.0,0.6819,0.5419,8.0,v7_en_high_medium_gold
AS-A27-EN-001,application,A27,物理数学与基础科学,"Physics, Mathematics and Fundamental Science",物理数学与基础科学—英文证据主题1,"Physics, Mathematics and Fundamental Science",属于“物理数学与基础科学”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Physics, Mathematics and Fundamental Science, focusing on Physics, Mathematics and Fundamental Science.",en,[],[],[],6,"['DOC_0445', 'DOC_0694', 'DOC_0748', 'DOC_0771', 'DOC_0768']","['Wide-gap photoluminescence control of quantum dots through atomic interdiffusion and bandgap renormalization', 'One-Step Green Preparation of N-Doped Silicon Quantum Dots for the on-off Fluorescent Determination of Hydrogen Peroxide', 'Confinement-Induced Giant Spin–Orbit-Coupled Magnetic Moment of Co Nanoclusters in TiO 2 Films', 'Spin coherent quantum transport of electrons between defects in diamond', 'Quantum chemical simulation and laboratory testing of the curing mechanism and performance of resin bio-oil']",2,stable,1.0,0.0,0.42,0.28,8.0,v7_en_high_medium_gold
AS-A28-EN-001,application,A28,气候地球科学与自然灾害,"Climate, Earth Science and Natural Hazards",气候地球科学与自然灾害—英文证据主题1,"Climate, Earth Science and Natural Hazards",属于“气候地球科学与自然灾害”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Climate, Earth Science and Natural Hazards, focusing on Climate, Earth Science and Natural Hazards.",en,[],[],[],3,"['DOC_0305', 'DOC_0723', 'DOC_0257']","['Overheating assessment in flats with glazed balconies in warm-summer humid continental climate', 'Semi‐arid savanna herbaceous production and diversity responses to interactive effects of drought, nitrogen deposition, and fire', 'LamaH | Large-Sample Data for Hydrology: Big data für die Hydrologie und Umweltwissenschaften']",2,reviewed,1.0,0.0,0.5382,0.3982,8.0,v7_en_high_medium_gold
AS-A29-EN-001,application,A29,药物开发、递送与治疗材料,"Drug Development, Delivery and Therapeutic Materials",药物开发、递送与治疗材料—英文证据主题1,"Drug Development, Delivery and Therapeutic Materials",属于“药物开发、递送与治疗材料”父类的英文细粒度主题，核心证据见别名和正向证据字段。,"A fine-grained topic under Drug Development, Delivery and Therapeutic Materials, focusing on Drug Development, Delivery and Therapeutic Materials.",en,[],[],[],3,"['DOC_0212', 'DOC_0572', 'DOC_0915']","['Nanostructured Valsartan Microparticles with Enhanced Bioavailability Produced by High-Throughput Electrohydrodynamic Room-Temperature Atomization', 'Determination of Dehydroepiandrosterone in Dietary Supplements and Pharmaceutical Products by a Competitive Chemiluminescent Enzyme Immunoassay', 'Microglial Depletion with Clodronate Liposomes Increases Proinflammatory Cytokine Levels, Induces Astrocyte Activation, and Damages Blood Vessel Integrity']",2,reviewed,1.0,0.0,0.541,0.401,8.0,v7_en_high_medium_gold
AS-A31-ZH-001,application,A31,配电网与分布式能源系统,Distribution Grids and Distributed Energy Systems,配电网拓扑与户变关系识别,Distribution-Network Topology and Transformer-Customer Identification,属于“配电网与分布式能源系统”父类，核心边界由拓扑识别、户变关系、电压相关性等证据确定。,A seeded fine-grained topic under Distribution Grids and Distributed Energy Systems.,zh,"['拓扑识别', '户变关系', '电压相关性']","['拓扑识别', '户变关系', '电压相关性']","['故障定位', '故障恢复', '韧性', '移动储能']",3,"['ZH_0699', 'ZH_0018', 'ZH_0851']","['基于电压聚类和关联卷积的配电网户变关系识别方法', '基于改进FCM和最小互信息算法的户变关系辨识方法', '基于智能终端特征信号的配电网台区拓扑识别方法']",3,reviewed,1.0,,0.5799,0.4499,8.0,v8_seeded_boundary_topic
AS-A31-ZH-002,application,A31,配电网与分布式能源系统,Distribution Grids and Distributed Energy Systems,配电网故障定位、恢复与韧性,"Distribution Fault Location, Restoration and Resilience",属于“配电网与分布式能源系统”父类，核心边界由故障定位、故障恢复、韧性、移动储能等证据确定。,A seeded fine-grained topic under Distribution Grids and Distributed Energy Systems.,zh,"['故障定位', '故障恢复', '韧性', '移动储能']","['故障定位', '故障恢复', '韧性', '移动储能']","['拓扑识别', '户变关系', '电压相关性']",7,"['ZH_0031', 'ZH_0406', 'ZH_0019', 'ZH_0088', 'ZH_0694']","['极端气象灾害下考虑MESS主动调控的配电网故障恢复策略', '基于分层定位模型的含DG配电网故障定位方法研究', '基于参数自修正的配电网故障定位数字孪生技术研究', '基于灾害场景预估的配电系统韧性两阶段故障恢复策略', '基于馈线负荷骤降度的配电网故障研判方法']",3,stable,1.0,,0.4,0.27,8.0,v8_seeded_boundary_topic
AS-A31-ZH-003,application,A31,配电网与分布式能源系统,Distribution Grids and Distributed Energy Systems,配电网无功优化与协调调度,Distribution Reactive-Power Optimization and Coordinated Dispatch,属于“配电网与分布式能源系统”父类，核心边界由无功优化、多层协调、优化调度等证据确定。,A seeded fine-grained topic under Distribution Grids and Distributed Energy Systems.,zh,"['无功优化', '多层协调', '优化调度']","['无功优化', '多层协调', '优化调度']","['拓扑识别', '户变关系', '电压相关性']",5,"['ZH_0065', 'ZH_0484', 'ZH_0070', 'ZH_0027', 'ZH_0017']","['计及电能量-备用耦合的配电网与光储充电站协调优化调度方法', '基于多智能体深度强化学习的分布式电源优化调度策略', '考虑配电网灵活性不足风险的分布鲁棒低碳优化调度', '考虑大规模风光分层接入的配电网多层协调无功优化方法', '计及拓扑相似性的含分散式风电配网双层优化重构方法']",3,stable,1.0,,0.4229,0.2929,8.0,v8_seeded_boundary_topic
